site_category_lv1,overall_rating,review_title,review_text
Celulares e Smartphones,4,Estou muito feliz com meu celularJ7 Prime,Estou muito feliz com o aparelho celular J7 Prime.
Moda,4,Gostei muito,É uma bolsa muito fofa. Apesar de pequena é espaçosa. Resistente e de boa qualidade .
Celulares e Smartphones,1,J7 PRIME PAROU DE FUNCIONAE COM MENOS DE 4 MESES DE USO,"ELE CHEGOU DIA 24/09/2017 O utilizei normalmente antes de dormir.  O coloquei ao lado da cama, por volta das 23:30 de ontem dia 17/01/2018 e hoje 18/01/2017 as. 2:30 ele simplesmente nao liga. Sempre usei com capinha e pelicula e NUNCA caiu. Estou estremamente chateada."
Decoração,2,Acabamento,"Acabamento das costuras sem reforço, a parte do ziper tbém, caso não tome cuidado qdo colocar o enchimento rasga inteira.., valor pago da capa não condiz com o produto"
Utilidades Domésticas,3,Razoável,Para limpeza simples atende bem. Em áreas grandes sem objetos é uma boa
Eletroportáteis,5,Excelente.,Plenamente satisfeito.Atendeu perfeitamente minhas expectativas.
Eletroportáteis,3,Bom porém não excelente,"O produto é bom, tem um designer bonito, porém o que eu tinha antes a água saía bem mais gelada."
Celulares e Smartphones,5,Melhor loja,"Recomendo , chegou antes do prazo, em perfeito estado, Americanas mais uma vez respondendo com as minhas expectativas."
Moda,1,não comprem,"o produto pode ser bom,mais o site não entrega.Comprei já faz um mês e até hoje não recebi."
Esporte e Lazer,5,Produto de Ótima Qualidade,"Estou muito feliz com a compra deste produto, indico para qualquer pessoa, entrega rápida como prometido,"
Áudio,2,Mais ou menos,de difícil maneuso. parece muito fragil. e o fone é muito curto. ainda vou tentar mexer mais nele.
Brinquedos,4,Produto ótimo.,Meu filho amou MT bom.a entrega bem rápida perfeito.
Móveis,3,Custo/benefício ruim,"O guarda roupa é feito de um bom material, MDP, tem boas dimensões. Infelizmente o produto veio com pequenos danos, acredito que em função do transporte. O ponto mais fraco na minha opinião é a montagem, o móvel não tem um bom sistema de montagem, principalmente para as portas e gavetas. As portas não tem indicado nas laterais o local de fixação das dobradiças, o que dificulta o alinhamento. As gavetas não vieram também com um ponto de fixação das corrediças corretamente indicadas. Esses pontos resultam em um alinhamento ruim no final da montagem. Além do mais, o preço não é barato, principalmente em função dos pontos fracos indicados aqui."
Utilidades Domésticas,5,Satisfeita com a aquisição,"não costumo comprar tudo pelo site,  me aventurei e fui servida com sucesso!"
Livros,5,Excelente livro,Muito bom para gestao. Entender e buscar formas de reconhecimento e incentivo.
TV e Home Theater,1,Produto diferente conforme descrito na embalagem.,"Não gostei do produto por que no anúncio está descrito que o produto serve para TVs até 55"", comprei o produto e para minha tv de 42"" e não serviu. Estou com o produto em casa sem utilidade,  tentei entrar em contato através de e-mail com a loja e devido a burocracia não obtive sucesso."
Moda,4,Tênis Dino,"Confortável, bonito, entrega antecipada. O único ponto fraco é que  a luz de um dos pés já parou de ascender."
Celulares e Smartphones,3,Smartphone,Ainda nao usei todas as funcoes. A imagem de Tv e boa. Som bom.
Brinquedos,5,excelente,Chegou mais rapido do que o combinado. muito satisfeita com toda a minha compra
Eletroportáteis,5,excelente,Olá bom dia Produto de excelente qualidade o material é de primeira qualidade recomendo a todos.
Celulares e Smartphones,3,samsung galaxy j1 dourado.,"aparelho bom com selo da anatel , funciona tudo perfeito ,veio bem embalado , nao tive problema algum e paguei um otimo preco nele."
Celulares e Smartphones,5,Muito bom,Comprei para dar de presente e a pessoa gostou muito
Celulares e Smartphones,3,Produto bom,O produto é bom conforme esperado. Tudo ok. Bateria satisfatoria
Eletroportáteis,3,Gostei do produto.,"Gostei do produto, mas o coador deixa passar muito resíduo de pó. O que deixa o final da xícara desagradável. tenho que colocar um filtro descartável para que isto não aconteça."
Automotivo,2,Falta a moldura!,"O interruptor não tem a moldura de acabamento, não tem como fazer a instalação sem a moldura de acabamento!"
Informática,2,O preço desse PC ta bem errado,"O PC tem uma config. básica mediana, com 28K, eu pego, um I9 7980XE, um 1080TI, 32GB e 3TB pra mais, e ainda sobra 16K. Então eu quero saber se esse é o preço real, ou ocorreu algum erro."
Celulares e Smartphones,5,Estou muito satisfeita,Comprei para minha filha ela amou . Vou comprar um pra mim também !!
Eletroportáteis,5,Produto original,Produto de procedência e de ótimo preço  Superou a expectativas
Automotivo,3,Camera de boa qualidade. Preco justo.,"Camera  de boa qualidade, visão a noite não compromete. Excelente custo benefício."
Utilidades Domésticas,5,EXCELENTE,"Melhor jogo de panelas da marca Nigro! Paredes mais grossas, a comida não queima facil! Super recomendo e o prazo de entrega foi mais rápido do que o prometido!"
Eletrodomésticos,3,satisfeito atende todos  conforme anuncio,lojas americana cumpri conforme anuncio entregou antes do prazo recomendo!!1
Relógios,3,Bom,O modo de embalagens para entrega que não gostei chegou todo amassado até arranhões teve no produto
Eletroportáteis,5,Gostei muito!,Produto excelente! Superou as minhas expectativas! Recomendo!
Saúde,3,Custo benefício,"Ótimo custo benefício, produto de qualidade e entrega antes do prazo."
Alimentos e Bebidas,1,Não recebi o produto,"Não recebi o produto por isso não posso fazer nenhuma avaliação sobre o produto, mas sobre o atendimento posso dizer que é o pior possível. Ninguém sabe onde tá meu produto sendo que já paguei por ele."
Automotivo,3,Pensa num sonho,"Tentei comprar pra colocar no meu Fiat 147, mas na hora de pagar a operadora negou minha compra, disse que meu cartão não tem limite, não entendi."
Ferramentas e Jardim,5,amei muito,eu fiquei sopresa e de boa qualidade comprei pra dar de presente para meu marido e ele ficou apaixonado muito obrigado.
Eletrodomésticos,4,Gostei do Produto !,"Bem bonito , silencioso , superou minhas expectativas ."
Casa e Construção,3,forte porem muito barulhento,"produto muito bom, mas mesmo na velocidade mais baixa faz muito barulho, nao consigo usar nem de dia quanto mais para dormir. tentei efetuar a troca mas a loja(melhor para você) em que comprei nao responde nenhum e-mail, nem de troca nem os de reclamações que realizei pois chegou fora do prazo."
Informática e Acessórios,4,Cor,"Somente a cor veio errada, mas ta tudo funcionando bem."
Casa e Construção,3,Avaliação do Produto,Produto bom. Atendeu minhas expectativas. Chegou no devido dia.
Utilidades Domésticas,1,Não recebi a mercadoria.,Depois que a americanas começou com os parceiros caiu muito o nível da loja.produtos não entregue.frete muito alto.nao recomendo a ninguém.
Celulares e Smartphones,4,avaliação do produto,"câmera normal e frontal  excelentes, aparelho fácil de usar, visualização ótima, ambiente de navegação extremamente amigável"
Utilidades Domésticas,3,Excelente custo-benefício,O produto entrega exatamente o que promete a um custo muito baixo.
TV e Home Theater,5,Bom custo beneficio,"Tenho 2 tvs Samsung e 1 LG, mas essa me surpreendeu pelo processamento é mais rápida que as 3 que tenho de marca teoricamente superior, pena que não é Full HD, tirando isso é exatamente. (Recomendo)"
Celulares e Smartphones,3,Esperando receber o produto.,"Acho q deve ser bom não recebi o produto ainda pq tem quase 1 mês q esta em transporte , quando chegar em minhas mãos posso avaliar o produto cm exatidão."
Alimentos e Bebidas,5,Gostei do produto,"Apesar da demora para entrega, o produto chegou em perfeitas condições."
Utilidades Domésticas,1,Apresentou problemas!,"Seria estupidez genrralizar, mas o produto que adquiri não mantinha a temperatura por tempo satisfatório. Não recomendo!"
Celulares e Smartphones,4,"Gostei do celular, mas...","Realmente é muito difícil aceitarmos 100% o nosso celular, mas o vidro que protege a câmera simplesmente quebrou sem nenhuma razão extrema. Meu celular vive de capinha e ele estava na bolsa (no lugar apropriado para colocar, sem nada junto além dele no local), tirei para carregar e após isso, reparei que tinha rachado o vidro da câmera. Do mais, estou satisfeita, supre minhas necessidades."
Celulares e Smartphones,3,avaliacao,so o preco ke poderia ser mais acessivel a entrega ser um pouco mais rapida
Eletroportáteis,3,Ótima,"Gostei superou minhas espectativas,melhor que imaginava linda pratica pequeno volume da pra guarda qualquer lugar super leve gostei mesmo"
Celulares e Smartphones,4,Gostei do tempo de entrega e o produto e ótimo,Gostei do produto e do tempo. Valeu a pena comprar e recomendo
Informática,5,multeizer,adorei  o  produto recebi antes  do prazo  e muito bom eu recomendo
Celulares e Smartphones,5,Smartphone,Excelente aparelho só deixa a desejar na bateria descarrega muito rápido...!
Games,5,Dou a preferência para esse site,Quero muito comprar aqui o melhor site de vendas mas queria uma promoção nesse produto se for possível
Casa e Construção,3,Produto chegou com a caixa quebrada,Ainda não testei o produto mas alem da entrega atrasada a caixa chegou quebrada
Eletroportáteis,1,"Ainda não recebi, já ultrapassou o prazo de entrega.","Ainda não recebi, provavelmente vou cancelar e requerer meu dinheiro de volta."
Livros,5,FOI O MELHOR LIVRO,"MUITO BOM, RECOMENDO A TODOS, ESPERO COMPRAR MAIS VESES"
Livros,5,compensa,compensa muito mais comprar aqui do que em qualquer livraria
Games,1,Defeito,Jogo veio com defeito!  Só por isso nota ruim. Comprei outro igual em outra loja e funcionou perfeitamente.
Celulares e Smartphones,5,Amei o produto,"Chegou em tempo certo,do mesmo jeito que está no site é pessoalmente,Amei  Obrigado"
Áudio,3,produto bom so faltou suportar fone de ouvido. e acima tem dizendo que suporta.,"gostei do produto so faltou aceitar fone de ouvido, comprei duas e achei que era defeito,mas nenhuma funciona fone de ouvido."
Alimentos e Bebidas,1,Produto com lacre violado,"Um dos produtos veio com o lacre violado, o mesmo vazou, ambas  embalagens sujas.   Não gostei, e não recomendo."
Games,3,BOM,"QUERO DEIXAR BEM CLARO QUE, O PRODUTO ENTREGUE NÃO FOI ESTE DA FOTO. FOI OUTRO. EM CAIXA BRANCA, COM DIZERES ""XBOX"" ! ; POR MAIS QUE FUNCIONE NO XBOX ONE, É FATO QUE FOI ENTREGUE OUTRO PRODUTO ! ISSO É LAMENTÁVEL."
Beleza e Perfumaria,5,Muito bom,"Lâminas de marca renomada, com os descontos que acontecem com frequência o custo-benefício é excelente."
Informática,3,Bom para utilidade doméstica,"Produto bom,  leve, rápido,  porém após atualização o meu microfone deu falha e ñ consigo reconfigurar"
Câmeras e Filmadoras,5,Gostei muito do produto! Otimo,"Otimo, excelente produto, chegou rapido, dentro do prazo, recomendo, chegou certinho."
Pet Shop,2,Não gostei muito,"Os lencinhos ficam nadando nos óleos e para retirar um por um do pote foi muito difícil, quase impossível de tirar sem rasgar em mini pedaços. E faz uma meleca na mão, pinga óleo pra todo lado. Os lencinhos se rasgam com muita facilidade e pra mim não funcionou porque meu cachorro achou que era de comer."
Celulares e Smartphones,5,Ótimo Smartphone,"Entrega super rápida, previsão para 23/03 e chegou 15/03. Smartphone de ótima qualidade e o produto veio muito bem embalado.  Recomendo."
"Cama, Mesa e Banho",5,Excelente opção,Não faz ruído de plástico nem esquenta demais . Fácil colocação .
Automotivo,3,bateria,até agora ta  nos conforme   nao  tive problema  so  nao achei interessante  esta no site da americanas e ser de terceiro que esta vendendo imagine se der algum problema a dor de cabeça que vou ter .
Informática e Acessórios,1,Não compensa,Parece um projetor de brinquedo. Apenas o centro da imagem fica visível. Os cantos da imagem fica muito embasado. Melhor economizar e comprar um projetor de verdade.
Relógios,1,Produto,Relogio veio com o pino da pulseira solto...a pulseira solta toda hora do pulso nao gostei.
Eletroportáteis,1,Falta de interesse na entrega,"O produto não foi entregue por falta de interesse da transportadora em localizar o endereço de entrega. Recebo correspondência e mercadorias do Brasil inteiro sem problemas, Por falta de comprometimento da transportadora o produto não foi entregue e simplesmente o pedido foi cancelado. Fácil e tranquilo! Sem comprometimento da Empresa também."
Móveis,3,ok,"Na verdade eu desejava outro modelo, mas o frete está absurdo de alto. Não entendo como para uma cadeira é um valor de frete se para outra (de dimensoes semelhantes) é diferente. Como o frete estava menos ruim para essa eu comprei."
Eletroportáteis,4,gostei muito,muito boa-atendeu necessidadesxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Beleza e Perfumaria,4,Ótimo custo beneficio,"Funciona bem e não queima a pele ou o cabelo. Os cachos fica bonitos e duram se tiver auxílio de um spray fixador, caso contrário, duram apenas algumas horas. Mas pelo preço, vale muito a pena a compra."
Eletroportáteis,2,COMPREI E NÃO LEVEI,"Comprei e não tinha no estaque e estornaram o pagamento, como avaliar o produto se não recebi"
Áudio,3,bom aparelho,"excelente aparelho, ótima qualidade de som, mas oferecesse dificuldade para ajustar e escutar em um baixo volume, (seu minimo ainda é alto) demais muito bom."
Eletrodomésticos,5,Adorei o produto!,A geladeira atendeu todas as minhas expectativas. Recomendo-a para todos.
Móveis,3,comoda muito boa!,"A comoda é maravilhosa, adorei, reforçada, unico problema é corrediça da gaveta, meio ruim"
Móveis,1,Aguardando,Como posso avaliar algo que não chegou sendo que comprei faz tempo
Games,5,Satisfeita,"Satisfeita chegou antes do tempo programado, produto lacrado tudo certo ."
Informática e Acessórios,1,NÃO COMPREM NA AMERICANAS.COM,"Não possuem respeito algum com o consumidor, já é o segundo pedido que tenho problemas gravíssimos, adianto que nesse site não compro mais! Comprei essa impressora pelo valor de 699, meu pedido foi aprovado, tudo certo, magicamente no outro dia o pedido foi cancelado e então fui realizar um novo pedido e vi que a impressora estava quase mil reais. Um absurdo! Irei procurar o procon já que tenho todas as provas do que houve e ninguém me dá resposta alguma."
